X1;X2;X3;->;A;B;M;MAGNITUDE;V;<NA>
1099;21:31:21;668167;R;NA;NA;100935.75;NA;NA;NA;NA
1100;21:31:21;668213;R;NA;21.31;NA;NA;NA;NA;NA
1101;21:31:21;668226;R;NA;21.29;NA;NA;NA;NA;NA
1102;21:31:21;668228;R;NA;NA;100938.25;NA;NA;NA;NA
1103;21:31:21;668274;R;NA;21.28;NA;NA;NA;NA;NA
1104;21:31:21;668288;R;NA;21.27;NA;NA;NA;NA;NA
1105;21:31:21;668291;R;NA;NA;100937.75;NA;NA;NA;NA
1106;21:31:21;668337;R;NA;21.27;NA;NA;NA;NA;NA
1107;21:31:21;668349;R;NA;21.27;NA;NA;NA;NA;NA
1108;21:31:21;668352;R;NA;NA;100939.75;NA;NA;NA;NA
1109;21:31:21;668398;R;NA;21.28;NA;NA;NA;NA;NA
1110;21:31:21;668411;R;NA;21.30;NA;NA;NA;NA;NA
1111;21:31:21;668413;R;NA;NA;100940.00;NA;NA;NA;NA
1112;21:31:21;668460;R;NA;21.31;NA;NA;NA;NA;NA
1113;21:31:21;668473;R;NA;21.31;NA;NA;NA;NA;NA
1114;21:31:21;668476;R;NA;NA;100938.00;NA;NA;NA;NA
1115;21:31:21;668522;R;NA;21.28;NA;NA;NA;NA;NA
1116;21:31:21;668534;R;NA;21.26;NA;NA;NA;NA;NA
1117;21:31:21;668537;R;NA;NA;100937.75;NA;NA;NA;NA
1118;21:31:21;668583;R;NA;21.26;NA;NA;NA;NA;NA
1119;21:31:21;668597;R;NA;21.26;NA;NA;NA;NA;NA
1120;21:31:21;668599;R;NA;NA;100937.50;NA;NA;NA;NA
1121;21:31:21;668646;R;NA;21.26;NA;NA;NA;NA;NA
1122;21:31:21;668658;R;NA;21.28;NA;NA;NA;NA;NA
1123;21:31:21;668661;R;NA;NA;100936.75;NA;NA;NA;NA
1124;21:31:22;668707;R;NA;21.28;NA;NA;NA;NA;NA
1125;21:31:22;668721;R;NA;21.28;NA;NA;NA;NA;NA
1126;21:31:22;668723;R;NA;NA;100936.75;NA;NA;NA;NA
1127;21:31:22;668769;R;NA;21.28;NA;NA;NA;NA;NA
1128;21:31:22;668782;R;NA;21.27;NA;NA;NA;NA;NA
1129;21:31:22;668785;R;NA;NA;100936.25;NA;NA;NA;NA
1130;21:31:22;668831;R;NA;21.26;NA;NA;NA;NA;NA
1131;21:31:22;668844;R;NA;21.28;NA;NA;NA;NA;NA
1132;21:31:22;668847;R;NA;NA;100937.00;NA;NA;NA;NA
1133;21:31:22;668893;R;NA;21.30;NA;NA;NA;NA;NA
1134;21:31:22;668906;R;NA;21.27;NA;NA;NA;NA;NA
1135;21:31:22;668908;R;NA;NA;100936.25;NA;NA;NA;NA
1136;21:31:22;668955;R;NA;21.28;NA;NA;NA;NA;NA
1137;21:31:22;668967;R;NA;21.29;NA;NA;NA;NA;NA
1138;21:31:22;668971;R;NA;NA;100938.00;NA;NA;NA;NA
1139;21:31:22;669017;R;NA;21.29;NA;NA;NA;NA;NA
1140;21:31:22;669020;R;NA;NA;100938.75;NA;NA;NA;NA
1141;21:31:22;669066;R;NA;21.29;NA;NA;NA;NA;NA
1142;21:31:22;669078;R;NA;21.35;NA;NA;NA;NA;NA
1143;21:31:22;669081;R;NA;NA;100938.50;NA;NA;NA;NA
1144;21:31:22;669127;R;NA;21.36;NA;NA;NA;NA;NA
1145;21:31:22;669140;R;NA;21.33;NA;NA;NA;NA;NA
1146;21:31:22;669143;R;NA;NA;100939.00;NA;NA;NA;NA
1147;21:31:22;669190;R;NA;21.34;NA;NA;NA;NA;NA
1148;21:31:22;669202;R;NA;21.25;NA;NA;NA;NA;NA
1149;21:31:22;669205;R;NA;NA;100939.00;NA;NA;NA;NA
1150;21:31:22;669251;R;NA;21.15;NA;NA;NA;NA;NA
1151;21:31:22;669264;R;NA;21.20;NA;NA;NA;880;NA
1152;21:31:22;669267;R;NA;NA;100939.00;NA;NA;NA;NA
1153;21:31:22;669314;R;NA;21.27;NA;NA;NA;NA;NA
1154;21:31:22;669317;R;NA;NA;100938.50;NA;NA;NA;NA
1155;21:31:22;669363;R;NA;21.27;NA;NA;NA;NA;NA
1156;21:31:22;669375;R;NA;21.38;NA;NA;NA;NA;NA
1157;21:31:22;669378;R;NA;NA;100938.75;NA;NA;NA;NA
1158;21:31:22;669424;R;NA;21.40;NA;NA;NA;NA;NA
1159;21:31:22;669437;R;NA;21.32;NA;NA;NA;NA;NA
1160;21:31:22;669440;R;NA;NA;100937.75;NA;NA;NA;NA
1161;21:31:22;669487;R;NA;21.31;NA;NA;NA;NA;NA
1162;21:31:22;669489;R;NA;NA;100937.50;NA;NA;NA;NA
1163;21:31:22;669535;R;NA;21.27;NA;NA;NA;NA;NA
1164;21:31:22;669548;R;NA;21.21;NA;NA;NA;NA;NA
1165;21:31:22;669551;R;NA;NA;100937.75;NA;NA;NA;NA
1166;21:31:22;669597;R;NA;21.22;NA;NA;NA;NA;NA
1167;21:31:22;669609;R;NA;21.30;NA;NA;NA;NA;NA
1168;21:31:22;669613;R;NA;NA;100937.75;NA;NA;NA;NA
1169;21:31:22;669659;R;NA;21.26;NA;NA;NA;NA;NA
1170;21:31:22;669662;R;NA;NA;100938.00;NA;NA;NA;NA
1171;21:31:22;669708;R;NA;21.29;NA;NA;NA;NA;NA
1172;21:31:22;669720;R;NA;21.34;NA;NA;NA;NA;NA
1173;21:31:22;669723;R;NA;NA;100938.75;NA;NA;NA;NA
1174;21:31:23;669769;R;NA;21.32;NA;NA;NA;NA;NA
1175;21:31:23;669783;R;NA;21.32;NA;NA;NA;NA;NA
1176;21:31:23;669786;R;NA;NA;100937.75;NA;NA;NA;NA
1177;21:31:23;669832;R;NA;21.31;NA;NA;NA;NA;NA
1178;21:31:23;669844;R;NA;21.26;NA;NA;NA;NA;NA
1179;21:31:23;669847;R;NA;NA;100937.75;NA;NA;NA;NA
1180;21:31:23;669893;R;NA;21.24;NA;NA;NA;NA;NA
1181;21:31:23;669906;R;NA;21.27;NA;NA;NA;NA;NA
1182;21:31:23;669908;R;NA;NA;100937.00;NA;NA;NA;NA
1183;21:31:23;669956;R;NA;21.26;NA;NA;NA;NA;NA
1184;21:31:23;669968;R;NA;21.29;NA;NA;NA;NA;NA
1185;21:31:23;669971;R;NA;NA;100937.25;NA;NA;NA;NA
1186;21:31:23;670017;R;NA;21.30;NA;NA;NA;NA;NA
1187;21:31:23;670029;R;NA;21.29;NA;NA;NA;NA;NA
1188;21:31:23;670032;R;NA;NA;100938.25;NA;NA;NA;NA
1189;21:31:23;670078;R;NA;21.29;NA;NA;NA;NA;NA
1190;21:31:23;670092;R;NA;21.31;NA;NA;NA;NA;NA
1191;21:31:23;670095;R;NA;NA;100939.00;NA;NA;NA;NA
1192;21:31:23;670141;R;NA;21.28;NA;NA;NA;NA;NA
1193;21:31:23;670153;R;NA;21.26;NA;NA;NA;NA;NA
1194;21:31:23;670156;R;NA;NA;100939.50;NA;NA;NA;NA
1195;21:31:23;670202;R;NA;21.29;NA;NA;NA;NA;NA
1196;21:31:23;670216;R;NA;21.29;NA;NA;NA;NA;NA
1197;21:31:23;670218;R;NA;NA;100938.50;NA;NA;NA;NA
1198;21:31:23;670264;R;NA;21.33;NA;NA;NA;NA;NA
1199;21:31:23;670277;R;NA;21.31;NA;NA;NA;NA;NA
1200;21:31:23;670280;R;NA;NA;100937.25;NA;NA;NA;NA
1201;21:31:23;670326;R;NA;21.25;NA;NA;NA;NA;NA
1202;21:31:23;670339;R;NA;21.26;NA;NA;NA;NA;NA
1203;21:31:23;670342;R;NA;NA;100936.25;NA;NA;NA;NA
1204;21:31:23;670388;R;NA;21.27;NA;NA;NA;NA;NA
1205;21:31:23;670401;R;NA;21.29;NA;NA;NA;NA;NA
1206;21:31:23;670404;R;NA;NA;100935.00;NA;NA;NA;NA
1207;21:31:23;670450;R;NA;21.29;NA;NA;NA;NA;NA
1208;21:31:23;670462;R;NA;21.28;NA;NA;NA;NA;NA
1209;21:31:23;670466;R;NA;NA;100934.75;NA;NA;NA;NA
1210;21:31:23;670512;R;NA;21.29;NA;NA;NA;NA;NA
1211;21:31:23;670515;R;NA;NA;100936.25;NA;NA;NA;NA
1212;21:31:23;670561;R;NA;21.29;NA;NA;NA;NA;NA
1213;21:31:23;670573;R;NA;21.32;NA;NA;NA;NA;NA
1214;21:31:23;670576;R;NA;NA;100936.00;NA;NA;NA;NA
1215;21:31:23;670622;R;NA;21.30;NA;NA;NA;NA;NA
1216;21:31:23;670636;R;NA;21.31;NA;NA;NA;NA;NA
1217;21:31:23;670639;R;NA;NA;100937.25;NA;NA;NA;NA
1218;21:31:23;670685;R;NA;21.34;NA;NA;NA;NA;NA
1219;21:31:23;670697;R;NA;21.33;NA;NA;NA;NA;NA
1220;21:31:23;670700;R;NA;NA;100937.00;NA;NA;NA;NA
1221;21:31:24;670746;R;NA;21.31;NA;NA;NA;NA;NA
1222;21:31:24;670759;R;NA;21.27;NA;NA;NA;NA;NA
1223;21:31:24;670761;R;NA;NA;100935.25;NA;NA;NA;NA
1224;21:31:24;670808;R;NA;21.24;NA;NA;NA;NA;NA
1225;21:31:24;670821;R;NA;21.26;NA;NA;NA;NA;NA
1226;21:31:24;670824;R;NA;NA;100935.25;NA;NA;NA;NA
1227;21:31:24;670870;R;NA;21.27;NA;NA;NA;NA;NA
1228;21:31:24;670882;R;NA;21.27;NA;NA;NA;NA;NA
1229;21:31:24;670885;R;NA;NA;100935.25;NA;NA;NA;NA
1230;21:31:24;670931;R;NA;21.29;NA;NA;NA;NA;NA
1231;21:31:24;670945;R;NA;21.28;NA;NA;NA;NA;NA
1232;21:31:24;670947;R;NA;NA;100935.25;NA;NA;NA;NA
1233;21:31:24;670994;R;NA;21.27;NA;NA;NA;NA;NA
1234;21:31:24;671006;R;NA;21.28;NA;NA;NA;NA;NA
1235;21:31:24;671009;R;NA;NA;100937.25;NA;NA;NA;NA
1236;21:31:24;671055;R;NA;21.29;NA;NA;NA;NA;NA
1237;21:31:24;671069;R;NA;21.27;NA;NA;NA;NA;NA
1238;21:31:24;671071;R;NA;NA;100938.00;NA;NA;NA;NA
1239;21:31:24;671117;R;NA;21.23;NA;NA;NA;NA;NA
1240;21:31:24;671130;R;NA;21.22;NA;NA;NA;NA;NA
1241;21:31:24;671133;R;NA;NA;100939.75;NA;NA;NA;NA
1242;21:31:24;671179;R;NA;21.23;NA;NA;NA;NA;NA
1243;21:31:24;671192;R;NA;21.26;NA;NA;NA;NA;NA
1244;21:31:24;671195;R;NA;NA;100940.50;NA;NA;NA;NA
1245;21:31:24;671241;R;NA;21.31;NA;NA;NA;NA;NA
1246;21:31:24;671254;R;NA;21.29;NA;NA;NA;NA;NA
1247;21:31:24;671256;R;NA;NA;100938.50;NA;NA;NA;NA
1248;21:31:24;671303;R;NA;21.27;NA;NA;NA;NA;NA
1249;21:31:24;671315;R;NA;21.27;NA;NA;NA;NA;NA
1250;21:31:24;671319;R;NA;NA;100936.75;NA;NA;NA;NA
1251;21:31:24;671365;R;NA;21.28;NA;NA;NA;NA;NA
1252;21:31:24;671368;R;NA;NA;100934.50;NA;NA;NA;NA
1253;21:31:24;671414;R;NA;21.28;NA;NA;NA;NA;NA
1254;21:31:24;671426;R;NA;21.28;NA;NA;NA;NA;NA
1255;21:31:24;671429;R;NA;NA;100934.00;NA;NA;NA;NA
1256;21:31:24;671475;R;NA;21.28;NA;NA;NA;NA;NA
1257;21:31:24;671489;R;NA;21.28;NA;NA;NA;NA;NA
1258;21:31:24;671491;R;NA;NA;100934.25;NA;NA;NA;NA
1259;21:31:24;671538;R;NA;21.30;NA;NA;NA;NA;NA
1260;21:31:24;671550;R;NA;21.30;NA;NA;NA;NA;NA
1261;21:31:24;671553;R;NA;NA;100934.75;NA;NA;NA;NA
1262;21:31:24;671599;R;NA;21.28;NA;NA;NA;NA;NA
1263;21:31:24;671612;R;NA;21.26;NA;NA;NA;NA;NA
1264;21:31:24;671614;R;NA;NA;100936.00;NA;NA;NA;NA
1265;21:31:24;671661;R;NA;21.26;NA;NA;NA;NA;NA
1266;21:31:24;671664;R;NA;NA;100936.25;NA;NA;NA;NA
1267;21:31:24;671710;R;NA;21.26;NA;NA;NA;NA;NA
1268;21:31:24;671723;R;NA;21.26;NA;NA;NA;NA;NA
1269;21:31:24;671725;R;NA;NA;100937.00;NA;NA;NA;NA
1270;21:31:25;671772;R;NA;21.26;NA;NA;NA;NA;NA
1271;21:31:25;671784;R;NA;21.27;NA;NA;NA;NA;NA
1272;21:31:25;671788;R;NA;NA;100939.00;NA;NA;NA;NA
1273;21:31:25;671834;R;NA;21.28;NA;NA;NA;NA;NA
1274;21:31:25;671837;R;NA;NA;100938.75;NA;NA;NA;NA
1275;21:31:25;671883;R;NA;21.28;NA;NA;NA;NA;NA
1276;21:31:25;671895;R;NA;21.27;NA;NA;NA;NA;NA
1277;21:31:25;671898;R;NA;NA;100940.50;NA;NA;NA;NA
1278;21:31:25;671944;R;NA;21.25;NA;NA;NA;NA;NA
1279;21:31:25;671958;R;NA;21.29;NA;NA;NA;NA;NA
1280;21:31:25;671960;R;NA;NA;100940.25;NA;NA;NA;NA
1281;21:31:25;672007;R;NA;21.29;NA;NA;NA;NA;NA
1282;21:31:25;672019;R;NA;21.28;NA;NA;NA;NA;NA
1283;21:31:25;672022;R;NA;NA;100940.00;NA;NA;NA;NA
1284;21:31:25;672068;R;NA;21.28;NA;NA;NA;NA;NA
1285;21:31:25;672081;R;NA;21.27;NA;NA;NA;NA;NA
1286;21:31:25;672083;R;NA;NA;100940.50;NA;NA;NA;NA
1287;21:31:25;672130;R;NA;21.28;NA;NA;NA;NA;NA
1288;21:31:25;672133;R;NA;NA;100939.00;NA;NA;NA;NA
1289;21:31:25;672179;R;NA;21.30;NA;NA;NA;NA;NA
1290;21:31:25;672192;R;NA;21.32;NA;NA;NA;NA;NA
1291;21:31:25;672194;R;NA;NA;100939.50;NA;NA;NA;NA
1292;21:31:25;672241;R;NA;21.31;NA;NA;NA;NA;NA
1293;21:31:25;672253;R;NA;21.29;NA;NA;NA;NA;NA
1294;21:31:25;672257;R;NA;NA;100937.75;NA;NA;NA;NA
1295;21:31:25;672303;R;NA;21.28;NA;NA;NA;NA;NA
1296;21:31:25;672306;R;NA;NA;100936.50;NA;NA;NA;NA
1297;21:31:25;672352;R;NA;21.28;NA;NA;NA;NA;NA
1298;21:31:25;672364;R;NA;21.27;NA;NA;NA;NA;NA
1299;21:31:25;672367;R;NA;NA;100936.25;NA;NA;NA;NA
1300;21:31:25;672413;R;NA;21.27;NA;NA;NA;NA;NA
1301;21:31:25;672427;R;NA;21.29;NA;NA;NA;NA;NA
1302;21:31:25;672430;R;NA;NA;100935.00;NA;NA;NA;NA
1303;21:31:25;672476;R;NA;21.28;NA;NA;NA;NA;NA
1304;21:31:25;672488;R;NA;21.28;NA;NA;NA;NA;NA
1305;21:31:25;672491;R;NA;NA;100936.00;NA;NA;NA;NA
1306;21:31:25;672537;R;NA;21.28;NA;NA;NA;NA;NA
1307;21:31:25;672550;R;NA;21.28;NA;NA;NA;NA;NA
1308;21:31:25;672552;R;NA;NA;100936.25;NA;NA;NA;NA
1309;21:31:25;672599;R;NA;21.28;NA;NA;NA;NA;NA
1310;21:31:25;672612;R;NA;21.28;NA;NA;NA;NA;NA
1311;21:31:25;672615;R;NA;NA;100936.00;NA;NA;NA;NA
1312;21:31:26;672661;R;NA;21.27;NA;NA;NA;NA;NA
1313;21:31:26;672673;R;NA;21.27;NA;NA;NA;NA;NA
1314;21:31:26;672676;R;NA;NA;100936.50;NA;NA;NA;NA
1315;21:31:26;672722;R;NA;21.27;NA;NA;NA;NA;NA
1316;21:31:26;672736;R;NA;21.28;NA;NA;NA;NA;NA
1317;21:31:26;672738;R;NA;NA;100937.00;NA;NA;NA;NA
1318;21:31:26;672785;R;NA;21.28;NA;NA;NA;NA;NA
1319;21:31:26;672797;R;NA;21.28;NA;NA;NA;NA;NA
1320;21:31:26;672800;R;NA;NA;100937.00;NA;NA;NA;NA
1321;21:31:26;672846;R;NA;21.27;NA;NA;NA;NA;NA
1322;21:31:26;672860;R;NA;21.28;NA;NA;NA;NA;NA
1323;21:31:26;672862;R;NA;NA;100936.25;NA;NA;NA;NA
1324;21:31:26;672908;R;NA;21.29;NA;NA;NA;NA;NA
1325;21:31:26;672921;R;NA;21.28;NA;NA;NA;NA;NA
1326;21:31:26;672924;R;NA;NA;100937.00;NA;NA;NA;NA
1327;21:31:26;672970;R;NA;21.27;NA;NA;NA;NA;NA
1328;21:31:26;672983;R;NA;21.26;NA;NA;NA;NA;NA
1329;21:31:26;672986;R;NA;NA;100936.25;NA;NA;NA;NA
1330;21:31:26;673032;R;NA;21.26;NA;NA;NA;NA;NA
1331;21:31:26;673045;R;NA;21.28;NA;NA;NA;NA;NA
1332;21:31:26;673047;R;NA;NA;100937.50;NA;NA;NA;NA
1333;21:31:26;673094;R;NA;21.29;NA;NA;NA;NA;NA
1334;21:31:26;673106;R;NA;21.29;NA;NA;NA;NA;NA
1335;21:31:26;673110;R;NA;NA;100940.00;NA;NA;NA;NA
1336;21:31:26;673156;R;NA;21.28;NA;NA;NA;NA;NA
1337;21:31:26;673159;R;NA;NA;100939.50;NA;NA;NA;NA
1338;21:31:26;673205;R;NA;21.28;NA;NA;NA;NA;NA
1339;21:31:26;673217;R;NA;21.27;NA;NA;NA;NA;NA
1340;21:31:26;673220;R;NA;NA;100939.25;NA;NA;NA;NA
1341;21:31:26;673266;R;NA;21.26;NA;NA;NA;NA;NA
1342;21:31:26;673280;R;NA;21.26;NA;NA;NA;NA;NA
1343;21:31:26;673282;R;NA;NA;100937.25;NA;NA;NA;NA
1344;21:31:26;673329;R;NA;21.27;NA;NA;NA;NA;NA
1345;21:31:26;673341;R;NA;21.29;NA;NA;NA;NA;NA
1346;21:31:26;673344;R;NA;NA;100936.50;NA;NA;NA;NA
1347;21:31:26;673390;R;NA;21.29;NA;NA;NA;NA;NA
1348;21:31:26;673403;R;NA;21.26;NA;NA;NA;NA;NA
1349;21:31:26;673405;R;NA;NA;100936.75;NA;NA;NA;NA
1350;21:31:26;673452;R;NA;21.26;NA;NA;NA;NA;NA
1351;21:31:26;673455;R;NA;NA;100937.00;NA;NA;NA;NA
1352;21:31:26;673501;R;NA;21.27;NA;NA;NA;NA;NA
1353;21:31:26;673514;R;NA;21.26;NA;NA;NA;NA;NA
1354;21:31:26;673516;R;NA;NA;100939.75;NA;NA;NA;NA
1355;21:31:26;673563;R;NA;21.27;NA;NA;NA;NA;NA
1356;21:31:26;673575;R;NA;21.26;NA;NA;NA;NA;NA
1357;21:31:26;673579;R;NA;NA;100939.00;NA;NA;NA;NA
1358;21:31:26;673625;R;NA;21.26;NA;NA;NA;NA;NA
1359;21:31:26;673628;R;NA;NA;100939.50;NA;NA;NA;NA
1360;21:31:26;673674;R;NA;21.29;NA;NA;NA;NA;NA
1361;21:31:26;673686;R;NA;21.29;NA;NA;NA;NA;NA
1362;21:31:26;673689;R;NA;NA;100941.50;NA;NA;NA;NA
1363;21:31:26;673735;R;NA;21.27;NA;NA;NA;NA;NA
1364;21:31:27;673748;R;NA;21.27;NA;NA;NA;NA;NA
1365;21:31:27;673751;R;NA;NA;100940.25;NA;NA;NA;NA
1366;21:31:27;673798;R;NA;21.27;NA;NA;NA;NA;NA
1367;21:31:27;673810;R;NA;21.27;NA;NA;NA;NA;NA
1368;21:31:27;673813;R;NA;NA;100941.50;NA;NA;NA;NA
1369;21:31:27;673859;R;NA;21.27;NA;NA;NA;NA;NA
1370;21:31:27;673871;R;NA;21.27;NA;NA;NA;NA;NA
1371;21:31:27;673874;R;NA;NA;100942.00;NA;NA;NA;NA
1372;21:31:27;673921;R;NA;21.27;NA;NA;NA;NA;NA
1373;21:31:27;673924;R;NA;NA;100942.00;NA;NA;NA;NA
1374;21:31:27;673970;R;NA;21.28;NA;NA;NA;NA;NA
1375;21:31:27;673983;R;NA;21.29;NA;NA;NA;NA;NA
1376;21:31:27;673985;R;NA;NA;100941.50;NA;NA;NA;NA
1377;21:31:27;674032;R;NA;21.28;NA;NA;NA;NA;NA
1378;21:31:27;674044;R;NA;21.28;NA;NA;NA;NA;NA
1379;21:31:27;674048;R;NA;NA;100940.50;NA;NA;NA;NA
1380;21:31:27;674094;R;NA;21.28;NA;NA;NA;NA;NA
1381;21:31:27;674097;R;NA;NA;100939.75;NA;NA;NA;NA
1382;21:31:27;674143;R;NA;21.28;NA;NA;NA;NA;NA
1383;21:31:27;674155;R;NA;21.29;NA;NA;NA;NA;NA
1384;21:31:27;674158;R;NA;NA;100938.75;NA;NA;NA;NA
1385;21:31:27;674204;R;NA;21.27;NA;NA;NA;NA;NA
1386;21:31:27;674217;R;NA;21.28;NA;NA;NA;NA;NA
1387;21:31:27;674220;R;NA;NA;100940.50;NA;NA;NA;NA
1388;21:31:27;674267;R;NA;21.30;NA;NA;NA;880;NA
1389;21:31:27;674280;R;NA;21.28;NA;NA;NA;NA;NA
1390;21:31:27;674282;R;NA;NA;100943.25;NA;NA;NA;NA
1391;21:31:27;674329;R;NA;21.28;NA;NA;NA;NA;NA
1392;21:31:27;674341;R;NA;21.27;NA;NA;NA;NA;NA
1393;21:31:27;674344;R;NA;NA;100942.75;NA;NA;NA;NA
1394;21:31:27;674391;R;NA;21.27;NA;NA;NA;NA;NA
1395;21:31:27;674394;R;NA;NA;100942.25;NA;NA;NA;NA
1396;21:31:27;674440;R;NA;21.29;NA;NA;NA;NA;NA
1397;21:31:27;674452;R;NA;21.29;NA;NA;NA;NA;NA
1398;21:31:27;674455;R;NA;NA;100941.25;NA;NA;NA;NA
1399;21:31:27;674501;R;NA;21.28;NA;NA;NA;NA;NA
1400;21:31:27;674514;R;NA;21.27;NA;NA;NA;NA;NA
1401;21:31:27;674518;R;NA;NA;100939.25;NA;NA;NA;NA
1402;21:31:27;674564;R;NA;21.28;NA;NA;NA;NA;NA
1403;21:31:27;674566;R;NA;NA;100940.00;NA;NA;NA;NA
1404;21:31:27;674613;R;NA;21.28;NA;NA;NA;NA;NA
1405;21:31:27;674625;R;NA;21.29;NA;NA;NA;NA;NA
1406;21:31:27;674628;R;NA;NA;100941.00;NA;NA;NA;NA
1407;21:31:27;674674;R;NA;21.29;NA;NA;NA;NA;NA
1408;21:31:27;674686;R;NA;21.28;NA;NA;NA;NA;NA
1409;21:31:27;674690;R;NA;NA;100941.25;NA;NA;NA;NA
1410;21:31:28;674736;R;NA;21.28;NA;NA;NA;NA;NA
1411;21:31:28;674739;R;NA;NA;100941.50;NA;NA;NA;NA
1412;21:31:28;674785;R;NA;21.28;NA;NA;NA;NA;NA
1413;21:31:28;674798;R;NA;21.28;NA;NA;NA;NA;NA
1414;21:31:28;674800;R;NA;NA;100940.75;NA;NA;NA;NA
1415;21:31:28;674847;R;NA;21.29;NA;NA;NA;NA;NA
1416;21:31:28;674860;R;NA;21.29;NA;NA;NA;NA;NA
1417;21:31:28;674863;R;NA;NA;100940.50;NA;NA;NA;NA
1418;21:31:28;674909;R;NA;21.28;NA;NA;NA;NA;NA
1419;21:31:28;674921;R;NA;21.27;NA;NA;NA;NA;NA
1420;21:31:28;674924;R;NA;NA;100939.50;NA;NA;NA;NA
1421;21:31:28;674970;R;NA;21.27;NA;NA;NA;NA;NA
1422;21:31:28;674983;R;NA;21.27;NA;NA;NA;NA;NA
1423;21:31:28;674987;R;NA;NA;100938.50;NA;NA;NA;NA
1424;21:31:28;675033;R;NA;21.27;NA;NA;NA;NA;NA
1425;21:31:28;675035;R;NA;NA;100938.75;NA;NA;NA;NA
1426;21:31:28;675082;R;NA;21.26;NA;NA;NA;NA;NA
1427;21:31:28;675094;R;NA;21.26;NA;NA;NA;NA;NA
1428;21:31:28;675097;R;NA;NA;100938.75;NA;NA;NA;NA
1429;21:31:28;675143;R;NA;21.27;NA;NA;NA;NA;NA
1430;21:31:28;675156;R;NA;21.27;NA;NA;NA;NA;NA
1431;21:31:28;675159;R;NA;NA;100939.50;NA;NA;NA;NA
1432;21:31:28;675205;R;NA;21.27;NA;NA;NA;NA;NA
1433;21:31:28;675208;R;NA;NA;100941.75;NA;NA;NA;NA
1434;21:31:28;675254;R;NA;21.27;NA;NA;NA;NA;NA
1435;21:31:28;675267;R;NA;21.26;NA;NA;NA;NA;NA
1436;21:31:28;675269;R;NA;NA;100942.75;NA;NA;NA;NA
1437;21:31:28;675316;R;NA;21.27;NA;NA;NA;NA;NA
1438;21:31:28;675329;R;NA;21.28;NA;NA;NA;NA;NA
1439;21:31:28;675332;R;NA;NA;100942.50;NA;NA;NA;NA
1440;21:31:28;675378;R;NA;21.29;NA;NA;NA;NA;NA
1441;21:31:28;675390;R;NA;21.29;NA;NA;NA;NA;NA
1442;21:31:28;675393;R;NA;NA;100943.25;NA;NA;NA;NA
1443;21:31:28;675439;R;NA;21.28;NA;NA;NA;NA;NA
1444;21:31:28;675452;R;NA;21.28;NA;NA;NA;NA;NA
1445;21:31:28;675456;R;NA;NA;100941.00;NA;NA;NA;NA
1446;21:31:28;675502;R;NA;21.28;NA;NA;NA;NA;NA
1447;21:31:28;675504;R;NA;NA;100942.00;NA;NA;NA;NA
1448;21:31:28;675551;R;NA;21.28;NA;NA;NA;NA;NA
1449;21:31:28;675563;R;NA;21.27;NA;NA;NA;NA;NA
1450;21:31:28;675566;R;NA;NA;100942.50;NA;NA;NA;NA
1451;21:31:28;675612;R;NA;21.26;NA;NA;NA;NA;NA
1452;21:31:28;675625;R;NA;21.26;NA;NA;NA;NA;NA
1453;21:31:28;675628;R;NA;NA;100942.00;NA;NA;NA;NA
1454;21:31:28;675674;R;NA;21.27;NA;NA;NA;NA;NA
1455;21:31:28;675677;R;NA;NA;100943.75;NA;NA;NA;NA
1456;21:31:29;675723;R;NA;21.28;NA;NA;NA;NA;NA
1457;21:31:29;675736;R;NA;21.28;NA;NA;NA;NA;NA
1458;21:31:29;675738;R;NA;NA;100943.75;NA;NA;NA;NA
1459;21:31:29;675785;R;NA;21.28;NA;NA;NA;NA;NA
1460;21:31:29;675798;R;NA;21.28;NA;NA;NA;NA;NA
1461;21:31:29;675801;R;NA;NA;100942.75;NA;NA;NA;NA
1462;21:31:29;675847;R;NA;21.28;NA;NA;NA;NA;NA
1463;21:31:29;675859;R;NA;21.28;NA;NA;NA;NA;NA
1464;21:31:29;675862;R;NA;NA;100943.75;NA;NA;NA;NA
1465;21:31:29;675908;R;NA;21.27;NA;NA;NA;NA;NA
1466;21:31:29;675921;R;NA;21.27;NA;NA;NA;NA;NA
1467;21:31:29;675924;R;NA;NA;100942.25;NA;NA;NA;NA
1468;21:31:29;675971;R;NA;21.28;NA;NA;NA;NA;NA
1469;21:31:29;675973;R;NA;NA;100941.25;NA;NA;NA;NA
1470;21:31:31;676020;R;NA;21.28;NA;NA;NA;NA;NA
1471;21:31:31;676032;R;NA;21.28;NA;NA;NA;NA;NA
1472;21:31:31;676035;R;NA;NA;100942.50;NA;NA;NA;NA
1473;21:31:31;676081;R;NA;21.28;NA;NA;NA;NA;NA
1474;21:31:31;676094;R;NA;21.28;NA;NA;NA;NA;NA
1475;21:31:31;676097;R;NA;NA;100942.50;NA;NA;NA;NA
1476;21:31:31;676143;R;NA;21.28;NA;NA;NA;NA;NA
1477;21:31:31;676156;R;NA;21.27;NA;NA;NA;NA;NA
1478;21:31:31;676159;R;NA;NA;100943.75;NA;NA;NA;NA
1479;21:31:31;676205;R;NA;21.26;NA;NA;NA;NA;NA
1480;21:31:31;676217;R;NA;21.27;NA;NA;NA;NA;NA
1481;21:31:31;676220;R;NA;NA;100942.50;NA;NA;NA;NA
1482;21:31:31;676267;R;NA;21.28;NA;NA;NA;NA;NA
